"Wilshire 5000 (Full Cap) Total Market",""
"Index Dates","Period Return","Index Values"
"20110202","-0.24","53.5827809"
"20110203","0.27","53.7267783"
"20110204","0.26","53.8666445"
"20110207","0.70","54.2417987"
"20110208","0.45","54.4883350"
"20110209","-0.30","54.3247767"
"20110210","0.15","54.4056866"
"20110211","0.66","54.7641671"
"20110214","0.32","54.9379237"
"20110215","-0.37","54.7373276"
"20110216","0.68","55.1110365"
"20110217","0.36","55.3070192"
"20110218","0.14","55.3817630"
"20110222","-2.18","54.1761026"
"20110223","-0.77","53.7567377"
"20110224","0.01","53.7624738"
"20110225","1.26","54.4409766"
"20110228","0.46","54.6917528"
"20110301","-1.61","53.8105138"
"20110302","0.25","53.9433365"
"20110303","1.74","54.8833807"
"20110304","-0.69","54.5040368"
"20110307","-0.96","53.9810283"
"20110308","0.94","54.4903344"
"20110309","-0.19","54.3871530"
"20110310","-1.94","53.3312147"
"20110311","0.70","53.7030392"
"20110314","-0.60","53.3829451"
"20110315","-1.05","52.8236711"
"20110316","-1.73","51.9086172"
"20110317","1.15","52.5056036"
"20110318","0.47","52.7504926"
"20110321","1.61","53.6012292"
"20110322","-0.36","53.4082805"
"20110323","0.27","53.5505871"
"20110324","0.94","54.0561812"
"20110325","0.39","54.2687219"
"20110328","-0.32","54.0945527"
"20110329","0.73","54.4913857"
"20110330","0.80","54.9280185"
"20110331","-0.09","54.8785063"
"20110401","0.52","55.1639559"
"20110404","0.07","55.2052279"
"20110405","0.07","55.2419041"
"20110406","0.20","55.3504499"
"20110407","-0.21","55.2341054"
"20110408","-0.48","54.9684839"
"20110411","-0.38","54.7603376"
"20110412","-0.84","54.2991813"
"20110413","0.11","54.3572227"
"20110414","0.02","54.3705348"
"20110415","0.45","54.6166275"
"20110418","-1.16","53.9833089"
"20110419","0.50","54.2556182"
"20110420","1.45","55.0449686"
"20110421","0.57","55.3609533"
"20110425","-0.14","55.2855598"
"20110426","0.88","55.7742963"
"20110427","0.64","56.1304049"
"20110428","0.34","56.3206890"
"20110429","0.26","56.4677131"
"20110502","-0.31","56.2946693"
"20110503","-0.52","56.0019376"
"20110504","-0.74","55.5848418"
"20110505","-0.81","55.1354815"
"20110506","0.43","55.3716668"
"20110509","0.55","55.6739798"
"20110510","0.87","56.1594871"
"20110511","-1.12","55.5321457"
"20110512","0.50","55.8116486"
"20110513","-0.87","55.3255563"
"20110516","-0.75","54.9105167"
"20110517","-0.12","54.8473308"
"20110518","1.04","55.4194565"
"20110519","0.23","55.5472893"
"20110520","-0.71","55.1502838"
"20110523","-1.28","54.4428031"
"20110524","-0.12","54.3776344"
"20110525","0.45","54.6235175"
"20110526","0.55","54.9260473"
"20110527","0.49","55.1954885"
"20110531","1.04","55.7710648"
"20110601","-2.34","54.4683595"
"20110602","-0.10","54.4153876"
"20110603","-1.04","53.8507474"
"20110606","-1.20","53.2024821"
"20110607","-0.01","53.1975860"
"20110608","-0.54","52.9116427"
"20110609","0.73","53.2959693"
"20110610","-1.39","52.5555419"
"20110613","0.00","52.5542016"
"20110614","1.36","53.2683291"
"20110615","-1.70","52.3643367"
"20110616","0.12","52.4255887"
"20110617","0.24","52.5521781"
"20110620","0.58","52.8590951"
"20110621","1.52","53.6638340"
"20110622","-0.60","53.3429682"
"20110623","-0.17","53.2512464"
"20110624","-1.07","52.6835984"
"20110627","0.87","53.1411585"
"20110628","1.36","53.8637990"
"20110629","0.82","54.3048681"
"20110630","0.96","54.8237481"
"20110701","1.46","55.6221695"
"20110705","-0.06","55.5910856"
"20110706","0.20","55.7016200"
"20110707","1.11","56.3184942"
"20110708","-0.65","55.9545324"
"20110711","-1.90","54.8902872"
"20110712","-0.43","54.6530121"
"20110713","0.41","54.8746844"
"20110714","-0.82","54.4245970"
"20110715","0.63","54.7675531"
"20110718","-0.94","54.2512431"
"20110719","1.71","55.1798992"
"20110720","-0.09","55.1298732"
"20110721","1.27","55.8297829"
"20110722","0.15","55.9123164"
"20110725","-0.68","55.5336319"
"20110726","-0.46","55.2764178"
"20110727","-2.17","54.0749060"
"20110728","-0.30","53.9148719"
"20110729","-0.56","53.6143827"
"20110801","-0.40","53.4005190"
"20110802","-2.67","51.9769950"
"20110803","0.56","52.2656812"
"20110804","-5.04","49.6302413"
"20110805","-0.43","49.4157049"
"20110808","-7.05","45.9307254"
"20110809","5.17","48.3051902"
"20110810","-4.18","46.2870242"
"20110811","4.71","48.4676295"
"20110812","0.48","48.7022160"
"20110815","2.29","49.8185340"
"20110816","-1.08","49.2817438"
"20110817","0.00","49.2825356"
"20110818","-4.65","46.9919206"
"20110819","-1.56","46.2610679"
"20110822","-0.06","46.2315088"
"20110823","3.57","47.8840862"
"20110824","1.33","48.5198291"
"20110825","-1.71","47.6903099"
"20110826","1.74","48.5189629"
"20110829","3.12","50.0336390"
"20110830","0.33","50.1970287"
"20110831","0.45","50.4247213"
"20110901","-1.33","49.7544179"
"20110902","-2.63","48.4454228"
"20110906","-0.71","48.1015591"
"20110907","3.07","49.5788553"
"20110908","-1.16","49.0056036"
"20110909","-2.65","47.7087525"
"20110912","0.68","48.0313413"
"20110913","1.08","48.5504757"
"20110914","1.41","49.2374340"
"20110915","1.64","50.0436267"
"20110916","0.43","50.2599190"
"20110919","-1.00","49.7583239"
"20110920","-0.43","49.5463945"
"20110921","-2.97","48.0729143"
"20110922","-3.28","46.4954857"
"20110923","0.73","46.8335548"
"20110926","2.22","47.8738367"
"20110927","1.22","48.4598186"
"20110928","-2.33","47.3290926"
"20110929","0.80","47.7076661"
"20110930","-2.49","46.5178866"
"20111003","-3.23","45.0164691"
"20111004","2.68","46.2230328"
"20111005","1.85","47.0766558"
"20111006","1.98","48.0080784"
"20111007","-1.05","47.5030010"
"20111010","3.47","49.1509753"
"20111011","0.12","49.2110366"
"20111012","1.09","49.7473572"
"20111013","-0.20","49.6458144"
"20111014","1.76","50.5207917"
"20111017","-2.08","49.4699379"
"20111018","2.16","50.5373262"
"20111019","-1.37","49.8452020"
"20111020","0.45","50.0674673"
"20111021","1.92","51.0269556"
"20111024","1.63","51.8607052"
"20111025","-2.10","50.7704591"
"20111026","1.14","51.3475457"
"20111027","3.56","53.1752192"
"20111028","-0.01","53.1711186"
"20111031","-2.43","51.8812510"
"20111101","-2.92","50.3645672"
"20111102","1.72","51.2298632"
"20111103","1.95","52.2267362"
"20111104","-0.52","51.9556568"
"20111107","0.46","52.1923597"
"20111108","1.19","52.8143148"
"20111109","-3.77","50.8220779"
"20111110","0.81","51.2346358"
"20111111","1.99","52.2538410"
"20111114","-0.92","51.7724411"
"20111115","0.56","52.0626398"
"20111116","-1.61","51.2220501"
"20111117","-1.65","50.3767426"
"20111118","-0.04","50.3561778"
"20111121","-1.87","49.4168101"
"20111122","-0.45","49.1931283"
"20111123","-2.30","48.0599872"
"20111125","-0.33","47.9022664"
"20111128","3.09","49.3831205"
"20111129","0.17","49.4687013"
"20111130","4.39","51.6424728"
"20111201","-0.22","51.5291706"
"20111202","0.07","51.5630382"
"20111205","1.09","52.1245448"
"20111206","0.04","52.1465754"
"20111207","0.17","52.2367988"
"20111208","-2.23","51.0694326"
"20111209","1.82","52.0013877"
"20111212","-1.48","51.2305936"
"20111213","-1.05","50.6948767"
"20111214","-1.19","50.0935907"
"20111215","0.42","50.3029861"
"20111216","0.48","50.5439424"
"20111219","-1.29","49.8940681"
"20111220","3.07","51.4233954"
"20111221","0.19","51.5217392"
"20111222","0.83","51.9517356"
"20111223","0.84","52.3884477"
"20111227","0.06","52.4184941"
"20111228","-1.33","51.7214152"
"20111229","1.08","52.2820294"
"20111230","-0.39","52.0769292"
"20120103","1.49","52.8541072"
"20120104","-0.05","52.8265232"
"20120105","0.39","53.0320746"
"20120106","-0.20","52.9276722"
"20120109","0.25","53.0586347"
"20120110","0.97","53.5718552"
"20120111","0.13","53.6435042"
"20120112","0.28","53.7935906"
"20120113","-0.51","53.5201727"
"20120117","0.35","53.7050000"
"20120118","1.21","54.3544055"
"20120119","0.53","54.6417951"
"20120120","0.04","54.6640473"
"20120123","0.02","54.6776245"
"20120124","0.04","54.7015870"
"20120125","0.90","55.1958796"
"20120126","-0.55","54.8942776"
"20120127","0.01","54.9010670"
"20120130","-0.33","54.7199374"
"20120131","-0.04","54.6983496"
"20120201","1.11","55.3057475"
"20120202","0.19","55.4099407"
"20120203","1.56","56.2752499"
"20120206","-0.04","56.2511909"
"20120207","0.15","56.3361426"
"20120208","0.23","56.4647667"
"20120209","0.14","56.5420310"
"20120210","-0.76","56.1148618"
"20120213","0.76","56.5401335"
"20120214","-0.10","56.4808795"
"20120215","-0.48","56.2106675"
"20120216","1.25","56.9135766"
"20120217","0.16","57.0067958"
"20120221","-0.08","56.9596494"
"20120222","-0.39","56.7393455"
"20120223","0.58","57.0687650"
"20120224","0.16","57.1579071"
"20120227","0.12","57.2268916"
"20120228","0.23","57.3587887"
"20120229","-0.55","57.0460181"
"20120301","0.65","57.4183738"
"20120302","-0.46","57.1541214"
"20120305","-0.37","56.9448385"
"20120306","-1.62","56.0218288"
"20120307","0.80","56.4701905"
"20120308","1.00","57.0357909"
"20120309","0.48","57.3123771"
"20120312","-0.07","57.2736014"
"20120313","1.83","58.3236992"
"20120314","-0.27","58.1690099"
"20120315","0.64","58.5421823"
"20120316","0.06","58.5797556"
"20120319","0.44","58.8366931"
"20120320","-0.40","58.6015464"
"20120321","-0.11","58.5366648"
"20120322","-0.76","58.0904030"
"20120323","0.39","58.3191902"
"20120326","1.40","59.1346157"
"20120327","-0.32","58.9457874"
"20120328","-0.50","58.6515166"
"20120329","-0.17","58.5509791"
"20120330","0.31","58.7298244"
"20120402","0.76","59.1744155"
"20120403","-0.33","58.9800569"
"20120404","-1.12","58.3202844"
"20120405","-0.03","58.3038428"
"20120409","-1.19","57.6076959"
"20120410","-1.85","56.5419411"
"20120411","0.86","57.0285653"
"20120412","1.45","57.8537171"
"20120413","-1.21","57.1557158"
"20120416","-0.08","57.1103147"
"20120417","1.51","57.9713973"
"20120418","-0.42","57.7286100"
"20120419","-0.51","57.4346596"
"20120420","0.14","57.5171200"
"20120423","-0.95","56.9732291"
"20120424","0.32","57.1572884"
"20120425","1.42","57.9671953"
"20120426","0.74","58.3933304"
"20120427","0.35","58.5981984"
"20120430","-0.45","58.3367126"
"20120501","0.48","58.6159552"
"20120502","-0.14","58.5330389"
"20120503","-0.92","57.9968972"
"20120504","-1.59","57.0749556"
"20120507","0.06","57.1066734"
"20120508","-0.42","56.8683195"
"20120509","-0.61","56.5238261"
"20120510","0.29","56.6851623"
"20120511","-0.27","56.5308808"
"20120514","-1.15","55.8790059"
"20120515","-0.50","55.5973939"
"20120516","-0.45","55.3466195"
"20120517","-1.68","54.4177927"
"20120518","-0.87","53.9456122"
"20120521","1.77","54.8988184"
"20120522","0.02","54.9099161"
"20120523","0.26","55.0510880"
"20120524","0.13","55.1247993"
"20120525","-0.16","55.0358804"
"20120529","1.16","55.6739139"
"20120530","-1.52","54.8282583"
"20120531","-0.22","54.7067502"
"20120601","-2.59","53.2871260"
"20120604","-0.08","53.2435601"
"20120605","0.74","53.6373753"
"20120606","2.33","54.8870386"
"20120607","-0.13","54.8153096"
"20120608","0.84","55.2775779"
"20120611","-1.41","54.5003461"
"20120612","1.14","55.1190329"
"20120613","-0.76","54.6974589"
"20120614","1.03","55.2587254"
"20120615","1.03","55.8295132"
"20120618","0.24","55.9608195"
"20120619","1.10","56.5742004"
"20120620","-0.14","56.4934136"
"20120621","-2.24","55.2262588"
"20120622","0.77","55.6501584"
"20120625","-1.61","54.7538227"
"20120626","0.53","55.0445627"
"20120627","0.94","55.5619357"
"20120628","-0.19","55.4546821"
"20120629","2.53","56.8567689"
"20120702","0.37","57.0691185"
"20120703","0.77","57.5069500"
"20120705","-0.36","57.2972935"
"20120706","-0.94","56.7611064"
"20120709","-0.22","56.6390005"
"20120710","-0.85","56.1557236"
"20120711","-0.06","56.1196935"
"20120712","-0.46","55.8617789"
"20120713","1.59","56.7502573"
"20120716","-0.29","56.5876214"
"20120717","0.69","56.9763641"
"20120718","0.67","57.3562683"
"20120719","0.23","57.4895766"
"20120720","-1.01","56.9068130"
"20120723","-0.97","56.3539870"
"20120724","-0.97","55.8094194"
"20120725","-0.01","55.8045170"
"20120726","1.50","56.6424652"
"20120727","1.89","57.7141306"
"20120730","-0.12","57.6474087"
"20120731","-0.48","57.3698811"
"20120801","-0.48","57.0939789"
"20120802","-0.68","56.7069720"
"20120803","1.94","57.8056851"
"20120806","0.33","57.9939581"
"20120807","0.57","58.3245986"
"20120808","0.04","58.3498927"
"20120809","0.13","58.4248800"
"20120810","0.18","58.5300271"
"20120813","-0.12","58.4577831"
"20120814","-0.04","58.4365197"
"20120815","0.28","58.5995345"
"20120816","0.72","59.0240897"
"20120817","0.26","59.1753209"
"20120820","-0.06","59.1388052"
"20120821","-0.31","58.9558317"
"20120822","-0.01","58.9526892"
"20120823","-0.76","58.5026217"
"20120824","0.59","58.8464797"
"20120827","-0.05","58.8191875"
"20120828","0.03","58.8392841"
"20120829","0.14","58.9202561"
"20120830","-0.77","58.4651116"
"20120831","0.51","58.7621977"
"20120904","0.08","58.8121178"
"20120905","-0.05","58.7831126"
"20120906","2.01","59.9626612"
"20120907","0.44","60.2238062"
"20120910","-0.57","59.8811860"
"20120911","0.30","60.0581430"
"20120912","0.30","60.2368985"
"20120913","1.53","61.1586844"
"20120914","0.57","61.5075711"
"20120917","-0.43","61.2454624"
"20120918","-0.17","61.1404463"
"20120919","0.16","61.2353920"
"20120920","-0.17","61.1321814"
"20120921","0.05","61.1604934"
"20120924","-0.29","60.9828371"
"20120925","-1.11","60.3041248"
"20120926","-0.55","59.9724841"
"20120927","0.98","60.5617438"
"20120928","-0.42","60.3056304"
"20121001","0.24","60.4481939"
"20121002","0.11","60.5165445"
"20121003","0.35","60.7307964"
"20121004","0.72","61.1667216"
"20121005","-0.01","61.1584102"
"20121008","-0.36","60.9392381"
"20121009","-1.02","60.3186456"
"20121010","-0.56","59.9833867"
"20121011","0.13","60.0609986"
"20121012","-0.35","59.8502565"
"20121015","0.77","60.3135455"
"20121016","0.98","60.9068427"
"20121017","0.47","61.1956751"
"20121018","-0.28","61.0257255"
"20121019","-1.63","60.0288439"
"20121022","-0.01","60.0233007"
"20121023","-1.26","59.2648446"
"20121024","-0.23","59.1258569"
"20121025","0.27","59.2874298"
"20121026","-0.14","59.2067718"
"20121031","0.15","59.2981495"
"20121101","1.16","59.9877272"
"20121102","-0.99","59.3932901"
"20121105","0.25","59.5418842"
"20121106","0.79","60.0112991"
"20121107","-2.23","58.6709709"
"20121108","-1.23","57.9476595"
"20121109","0.13","58.0201696"
"20121112","-0.03","58.0013254"
"20121113","-0.40","57.7712128"
"20121114","-1.42","56.9507601"
"20121115","-0.25","56.8109304"
"20121116","0.63","57.1675308"
"20121119","1.97","58.2951254"
"20121120","0.11","58.3587937"
"20121121","0.31","58.5373443"
"20121123","1.26","59.2727653"
"20121126","-0.14","59.1896070"
"20121127","-0.42","58.9424310"
"20121128","0.80","59.4147600"
"20121129","0.54","59.7347980"
"20121130","0.06","59.7679300"
"20121203","-0.45","59.5017720"
"20121204","-0.16","59.4060890"
"20121205","0.14","59.4867260"
"20121206","0.31","59.6726570"
"20121207","0.28","59.8419350"
"20121210","0.11","59.9059140"
"20121211","0.65","60.2978460"
"20121212","-0.05","60.2692100"
"20121213","-0.57","59.9250560"
"20121214","-0.37","59.7043430"
"20121217","1.14","60.3842510"
"20121218","1.20","61.1088170"
"20121219","-0.56","60.7680850"
"20121220","0.56","61.1085820"
"20121221","-0.88","60.5712810"
"20121224","-0.23","60.4300960"
"20121226","-0.56","60.0943880"
"20121227","-0.10","60.0359690"
"20121228","-0.98","59.4490150"
"20121231","1.72","60.4702910"
"20130102","2.58","62.0276000"
"20130103","-0.11","61.9566690"
"20130104","0.57","62.3104690"
"20130107","-0.28","62.1364880"
"20130108","-0.25","61.9809500"
"20130109","0.36","62.2046030"
"20130110","0.65","62.6101880"
"20130111","0.03","62.6269060"
"20130114","-0.06","62.5887730"
"20130115","0.20","62.7117650"
"20130116","-0.06","62.6772170"
"20130117","0.60","63.0522120"
"20130118","0.31","63.2471630"
"20130122","0.51","63.5713810"
"20130123","0.10","63.6362890"
"20130124","0.10","63.6993360"
"20130125","0.59","64.0756830"
"20130128","-0.13","63.9940490"
"20130129","0.33","64.2081810"
"20130130","-0.42","63.9364300"
"20130131","-0.08","63.8851330"
"20130201","0.98","64.5120360"
"20130204","-1.15","63.7681200"
"20130205","1.02","64.4212070"
"20130206","0.14","64.5120420"
"20130207","-0.17","64.3993860"
"20130208","0.59","64.7792980"
"20130211","-0.06","64.7393750"
"20130212","0.19","64.8611080"
"20130213","0.14","64.9525260"
"20130214","0.13","65.0388090"
"20130215","-0.12","64.9629450"
"20130219","0.72","65.4324950"
"20130220","-1.33","64.5592000"
"20130221","-0.68","64.1201510"
"20130222","0.91","64.7052060"
"20130225","-1.80","63.5424650"
"20130226","0.60","63.9230430"
"20130227","1.28","64.7427900"
"20130228","-0.04","64.7172940"
"20130301","0.22","64.8587170"
"20130304","0.47","65.1636850"
"20130305","0.97","65.7934540"
"20130306","0.13","65.8803150"
"20130307","0.26","66.0493740"
"20130308","0.51","66.3854240"
"20130311","0.29","66.5749470"
"20130312","-0.23","66.4220250"
"20130313","0.20","66.5554230"
"20130314","0.58","66.9423080"
"20130315","-0.18","66.8243290"
"20130318","-0.53","66.4698540"
"20130319","-0.27","66.2910650"
"20130320","0.75","66.7904240"
"20130321","-0.79","66.2601940"
"20130322","0.64","66.6813030"
"20130325","-0.29","66.4912520"
"20130326","0.75","66.9914110"
"20130327","0.00","66.9900420"
"20130328","0.41","67.2636700"
"20130401","-0.54","66.8972580"
"20130402","0.32","67.1123200"
"20130403","-1.16","66.3356360"
"20130404","0.44","66.6265680"
"20130405","-0.37","66.3816030"
"20130408","0.73","66.8662940"
"20130409","0.30","67.0638180"
"20130410","1.24","67.8949020"
"20130411","0.36","68.1379370"
"20130412","-0.28","67.9473140"
"20130415","-2.48","66.2630740"
"20130416","1.50","67.2540120"
"20130417","-1.44","66.2834180"
"20130418","-0.68","65.8356650"
"20130419","0.99","66.4842950"
"20130422","0.43","66.7719150"
"20130423","1.09","67.5011500"
"20130424","0.08","67.5574660"
"20130425","0.47","67.8743050"
"20130426","-0.21","67.7287810"
"20130429","0.68","68.1918630"
"20130430","0.33","68.4162450"
"20130501","-1.08","67.6756450"
"20130502","1.01","68.3577120"
"20130503","1.09","69.1060760"
"20130506","0.26","69.2823960"
"20130507","0.53","69.6471280"
"20130508","0.46","69.9643420"
"20130509","-0.32","69.7388530"
"20130510","0.52","70.1027350"
"20130513","-0.02","70.0902760"
"20130514","1.04","70.8164340"
"20130515","0.51","71.1764110"
"20130516","-0.52","70.8084300"
"20130517","1.02","71.5282010"
"20130520","-0.04","71.5014460"
"20130521","0.18","71.6327810"
"20130522","-0.97","70.9356630"
"20130523","-0.25","70.7595610"
"20130524","-0.07","70.7085960"
"20130528","0.70","71.2060410"
"20130529","-0.78","70.6483420"
"20130530","0.41","70.9361710"
