"Wilshire 5000 (Full Cap) Total Market",""
"Index Dates","Period Return","Index Values"
"20070924","-0.50","55.5024680"
"20070925","-0.06","55.4716420"
"20070926","0.57","55.7885950"
"20070927","0.48","56.0583950"
"20070928","-0.32","55.8792910"
"20071001","1.39","56.6573300"
"20071002","0.12","56.7280520"
"20071003","-0.48","56.4549030"
"20071004","0.22","56.5814070"
"20071005","1.13","57.2184730"
"20071008","-0.28","57.0605630"
"20071009","0.81","57.5213850"
"20071010","-0.05","57.4950460"
"20071011","-0.57","57.1660660"
"20071012","0.53","57.4666340"
"20071015","-0.89","56.9536570"
"20071016","-0.66","56.5778610"
"20071017","0.22","56.7004010"
"20071018","-0.06","56.6648550"
"20071019","-2.52","55.2354290"
"20071022","0.48","55.5029400"
"20071023","0.91","56.0072710"
"20071024","-0.31","55.8313000"
"20071025","-0.17","55.7343860"
"20071026","1.35","56.4888850"
"20071029","0.42","56.7281190"
"20071030","-0.63","56.3683550"
"20071031","1.24","57.0694140"
"20071101","-2.61","55.5791290"
"20071102","0.06","55.6101290"
"20071105","-0.61","55.2705330"
"20071106","1.19","55.9304940"
"20071107","-2.75","54.3906160"
"20071108","-0.03","54.3760300"
"20071109","-1.42","53.6037520"
"20071112","-1.13","52.9966140"
"20071113","2.84","54.4991640"
"20071114","-0.64","54.1482930"
"20071115","-1.26","53.4672100"
"20071116","0.43","53.6993640"
"20071119","-1.79","52.7357070"
"20071120","0.30","52.8940940"
"20071121","-1.49","52.1053080"
"20071123","1.62","52.9480380"
"20071126","-2.13","51.8206200"
"20071127","1.35","52.5178170"
"20071128","2.93","54.0568640"
"20071129","0.05","54.0835910"
"20071130","0.74","54.4838470"
"20071203","-0.56","54.1793720"
"20071204","-0.65","53.8274100"
"20071205","1.47","54.6210460"
"20071206","1.61","55.5008210"
"20071207","-0.05","55.4715040"
"20071210","0.77","55.8978310"
"20071211","-2.53","54.4829280"
"20071212","0.49","54.7485290"
"20071213","0.05","54.7753740"
"20071214","-1.38","54.0187550"
"20071217","-1.60","53.1518600"
"20071218","0.66","53.5032810"
"20071219","-0.04","53.4816210"
"20071220","0.64","53.8241520"
"20071221","1.67","54.7206200"
"20071224","0.88","55.2020890"
"20071226","0.10","55.2587540"
"20071227","-1.49","54.4352220"
"20071228","0.11","54.4948870"
"20071231","-0.62","54.1591840"
"20080102","-1.37","53.4149660"
"20080103","-0.18","53.3213770"
"20080104","-2.58","51.9431890"
"20080107","0.14","52.0136820"
"20080108","-1.85","51.0521110"
"20080109","1.14","51.6316200"
"20080110","0.88","52.0874080"
"20080111","-1.42","51.3492640"
"20080114","1.02","51.8755110"
"20080115","-2.43","50.6160550"
"20080116","-0.49","50.3688440"
"20080117","-2.78","48.9687220"
"20080118","-0.60","48.6726550"
"20080122","-0.89","48.2382460"
"20080123","2.15","49.2762550"
"20080124","1.01","49.7721430"
"20080125","-1.36","49.0965840"
"20080128","1.77","49.9642170"
"20080129","0.59","50.2586600"
"20080130","-0.60","49.9590680"
"20080131","1.77","50.8451530"
"20080201","1.40","51.5571520"
"20080204","-0.97","51.0593360"
"20080205","-2.99","49.5332170"
"20080206","-0.84","49.1165480"
"20080207","0.84","49.5280720"
"20080208","-0.31","49.3726680"
"20080211","0.57","49.6560870"
"20080212","0.64","49.9719140"
"20080213","1.47","50.7069350"
"20080214","-1.35","50.0214150"
"20080215","-0.02","50.0121260"
"20080219","-0.04","49.9901830"
"20080220","0.83","50.4060330"
"20080221","-1.30","49.7530290"
"20080222","0.65","50.0739380"
"20080225","1.49","50.8188540"
"20080226","0.72","51.1836950"
"20080227","-0.13","51.1196170"
"20080228","-0.91","50.6543560"
"20080229","-2.61","49.3332100"
"20080303","-0.04","49.3151720"
"20080304","-0.40","49.1202600"
"20080305","0.60","49.4171990"
"20080306","-2.27","48.2932600"
"20080307","-0.85","47.8812600"
"20080310","-1.76","47.0398710"
"20080311","3.62","48.7441760"
"20080312","-0.78","48.3646680"
"20080313","0.67","48.6883660"
"20080314","-2.06","47.6840990"
"20080317","-1.26","47.0831340"
"20080318","4.11","49.0203950"
"20080319","-2.38","47.8549800"
"20080320","2.29","48.9530560"
"20080324","1.76","49.8134280"
"20080325","0.39","50.0078510"
"20080326","-0.77","49.6241090"
"20080327","-1.12","49.0684160"
"20080328","-0.81","48.6717460"
"20080331","0.58","48.9547410"
"20080401","3.41","50.6229590"
"20080402","-0.06","50.5910060"
"20080403","0.19","50.6891690"
"20080404","0.16","50.7706130"
"20080407","0.16","50.8502920"
"20080408","-0.38","50.6593040"
"20080409","-0.96","50.1717270"
"20080410","0.56","50.4509460"
"20080411","-2.01","49.4383360"
"20080414","-0.33","49.2742890"
"20080415","0.47","49.5063990"
"20080416","2.33","50.6623440"
"20080417","-0.07","50.6274540"
"20080418","1.74","51.5105070"
"20080421","-0.15","51.4314580"
"20080422","-0.94","50.9470140"
"20080423","0.26","51.0812180"
"20080424","0.65","51.4148780"
"20080425","0.71","51.7780180"
"20080428","0.00","51.7788080"
"20080429","-0.39","51.5774040"
"20080430","-0.29","51.4282760"
"20080501","1.66","52.2802330"
"20080502","0.22","52.3943470"
"20080505","-0.36","52.2079750"
"20080506","0.78","52.6128460"
"20080507","-1.66","51.7399790"
"20080508","0.39","51.9421260"
"20080509","-0.56","51.6521150"
"20080512","1.09","52.2141800"
"20080513","0.12","52.2781910"
"20080514","0.37","52.4703500"
"20080515","1.05","53.0228870"
"20080516","0.14","53.0959930"
"20080519","0.00","53.0950820"
"20080520","-0.78","52.6786010"
"20080521","-1.57","51.8513460"
"20080522","0.32","52.0164970"
"20080523","-1.22","51.3814080"
"20080527","0.75","51.7669660"
"20080528","0.53","52.0414800"
"20080529","0.62","52.3633100"
"20080530","0.31","52.5251110"
"20080602","-0.95","52.0261670"
"20080603","-0.44","51.7958270"
"20080604","0.04","51.8151430"
"20080605","1.98","52.8434120"
"20080606","-2.89","51.3177570"
"20080609","-0.05","51.2911320"
"20080610","-0.33","51.1203350"
"20080611","-1.65","50.2769360"
"20080612","0.29","50.4250530"
"20080613","1.55","51.2065560"
"20080616","0.20","51.3099390"
"20080617","-0.55","51.0273900"
"20080618","-0.95","50.5424610"
"20080619","0.38","50.7355030"
"20080620","-1.77","49.8365890"
"20080623","-0.14","49.7661180"
"20080624","-0.55","49.4927520"
"20080625","0.64","49.8118180"
"20080626","-2.80","48.4169500"
"20080627","-0.33","48.2562720"
"20080630","-0.06","48.2288110"
"20080701","0.28","48.3632290"
"20080702","-2.02","47.3858960"
"20080703","-0.21","47.2875880"
"20080707","-0.87","46.8756270"
"20080708","1.86","47.7458320"
"20080709","-2.14","46.7253600"
"20080710","0.70","47.0509250"
"20080711","-0.86","46.6455110"
"20080714","-0.93","46.2095330"
"20080715","-1.01","45.7405370"
"20080716","2.54","46.9024830"
"20080717","1.16","47.4462800"
"20080718","-0.05","47.4206890"
"20080721","0.22","47.5238320"
"20080722","1.38","48.1790650"
"20080723","0.29","48.3201010"
"20080724","-2.41","47.1559300"
"20080725","0.52","47.4006100"
"20080728","-1.74","46.5738360"
"20080729","2.29","47.6403780"
"20080730","1.58","48.3922700"
"20080731","-1.17","47.8260570"
"20080801","-0.45","47.6099330"
"20080804","-1.16","47.0587210"
"20080805","2.64","48.3015620"
"20080806","0.50","48.5444910"
"20080807","-1.73","47.7035390"
"20080808","2.26","48.7808860"
"20080811","0.86","49.1993930"
"20080812","-1.08","48.6679930"
"20080813","-0.11","48.6167580"
"20080814","0.63","48.9242680"
"20080815","0.34","49.0899830"
"20080818","-1.45","48.3777630"
"20080819","-0.97","47.9085020"
"20080820","0.55","48.1733130"
"20080821","0.14","48.2384180"
"20080822","1.14","48.7881570"
"20080825","-1.93","47.8486270"
"20080826","0.36","48.0207140"
"20080827","0.89","48.4503590"
"20080828","1.52","49.1865220"
"20080829","-1.23","48.5811620"
"20080902","-0.45","48.3603290"
"20080903","-0.25","48.2414570"
"20080904","-2.86","46.8598480"
"20080905","0.39","47.0425230"
"20080908","1.75","47.8661780"
"20080909","-3.45","46.2128310"
"20080910","0.76","46.5621320"
"20080911","1.19","47.1142640"
"20080912","0.39","47.2974900"
"20080915","-4.55","45.1471770"
"20080916","1.76","45.9395130"
"20080917","-4.63","43.8143060"
"20080918","4.48","45.7750590"
"20080919","4.31","47.7464750"
"20080922","-4.03","45.8213170"
"20080923","-1.53","45.1219060"
"20080924","-0.33","44.9741170"
"20080925","1.69","45.7361440"
"20080926","0.09","45.7788720"
"20080929","-8.29","41.9834350"
"20080930","4.88","44.0327820"
"20081001","-0.55","43.7913090"
"20081002","-4.35","41.8874670"
"20081003","-1.51","41.2534180"
"20081006","-4.08","39.5691480"
"20081007","-5.73","37.3005650"
"20081008","-1.25","36.8327580"
"20081009","-7.44","34.0935180"
"20081010","-0.72","33.8475910"
"20081013","11.40","37.7065770"
"20081014","-0.94","37.3536170"
"20081015","-8.98","33.9979530"
"20081016","4.25","35.4428290"
"20081017","-0.37","35.3131910"
"20081020","4.52","36.9075820"
"20081021","-2.95","35.8206080"
"20081022","-5.89","33.7097730"
"20081023","0.34","33.8236380"
"20081024","-3.35","32.6910720"
"20081027","-3.45","31.5633440"
"20081028","9.86","34.6764210"
"20081029","-0.27","34.5837660"
"20081030","2.93","35.5976500"
"20081031","1.92","36.2807120"
"20081103","-0.19","36.2128810"
"20081104","3.64","37.5324850"
"20081105","-5.12","35.6108620"
"20081106","-4.87","33.8770560"
"20081107","2.71","34.7943720"
"20081110","-1.47","34.2841660"
"20081111","-2.29","33.5006770"
"20081112","-5.21","31.7545090"
"20081113","6.85","33.9297830"
"20081114","-4.35","32.4537510"
"20081117","-2.44","31.6619410"
"20081118","0.68","31.8770760"
"20081119","-6.42","29.8303730"
"20081120","-6.77","27.8110550"
"20081121","6.10","29.5083650"
"20081124","6.47","31.4172000"
"20081125","0.96","31.7181820"
"20081126","3.98","32.9813040"
"20081128","1.03","33.3226440"
"20081201","-9.14","30.2770730"
"20081202","4.04","31.5014530"
"20081203","2.63","32.3294350"
"20081204","-2.94","31.3774370"
"20081205","3.80","32.5687410"
"20081208","3.91","33.8425750"
"20081209","-2.28","33.0713350"
"20081210","1.36","33.5207720"
"20081211","-3.14","32.4690790"
"20081212","1.09","32.8236140"
"20081215","-1.54","32.3184270"
"20081216","5.25","34.0137150"
"20081217","-0.57","33.8199840"
"20081218","-1.99","33.1472240"
"20081219","0.43","33.2911300"
"20081222","-1.92","32.6503440"
"20081223","-0.87","32.3656380"
"20081224","0.47","32.5177100"
"20081226","0.67","32.7339850"
"20081229","-0.63","32.5281280"
"20081230","2.52","33.3485050"
"20081231","1.77","33.9381180"
"20090102","3.07","34.9792450"
"20090105","-0.23","34.9001410"
"20090106","1.01","35.2520560"
"20090107","-2.99","34.1996150"
"20090108","0.47","34.3608790"
"20090109","-2.27","33.5813900"
"20090112","-2.38","32.7828450"
"20090113","0.37","32.9043640"
"20090114","-3.44","31.7738190"
"20090115","0.42","31.9077360"
"20090116","0.78","32.1574160"
"20090120","-5.46","30.4012100"
"20090121","4.34","31.7192270"
"20090122","-1.72","31.1729990"
"20090123","0.57","31.3491940"
"20090126","0.56","31.5235140"
"20090127","1.10","31.8696730"
"20090128","3.42","32.9590000"
"20090129","-3.34","31.8592090"
"20090130","-2.15","31.1740330"
"20090202","0.10","31.2051210"
"20090203","1.44","31.6532270"
"20090204","-0.57","31.4720030"
"20090205","1.62","31.9818510"
"20090206","2.84","32.8915940"
"20090209","0.05","32.9093270"
"20090210","-4.66","31.3748870"
"20090211","0.77","31.6160100"
"20090212","0.28","31.7050020"
"20090213","-0.90","31.4206750"
"20090217","-4.42","30.0327690"
"20090218","-0.30","29.9436830"
"20090219","-1.20","29.5839690"
"20090220","-1.09","29.2624310"
"20090223","-3.54","28.2258500"
"20090224","4.10","29.3821160"
"20090225","-1.15","29.0434750"
"20090226","-1.56","28.5898430"
"20090227","-1.90","28.0452940"
"20090302","-4.82","26.6946290"
"20090303","-0.70","26.5068450"
"20090304","2.47","27.1604030"
"20090305","-4.27","26.0015820"
"20090306","0.15","26.0411270"
"20090309","-1.10","25.7550710"
"20090310","6.48","27.4252510"
"20090311","0.26","27.4956780"
"20090312","4.22","28.6564030"
"20090313","0.66","28.8441200"
"20090316","-0.59","28.6733050"
"20090317","3.25","29.6039710"
"20090318","2.20","30.2540180"
"20090319","-1.06","29.9321610"
"20090320","-2.05","29.3182190"
"20090323","7.02","31.3773810"
"20090324","-2.14","30.7049860"
"20090325","1.06","31.0302580"
"20090326","2.69","31.8652700"
"20090327","-2.22","31.1564400"
"20090330","-3.43","30.0868030"
"20090331","1.39","30.5053750"
"20090401","1.61","30.9967232"
"20090402","3.14","31.9696425"
"20090403","1.16","32.3409131"
"20090406","-0.94","32.0360476"
"20090407","-2.51","31.2313148"
"20090408","1.32","31.6445222"
"20090409","3.99","32.9075433"
"20090413","0.29","33.0030988"
"20090414","-2.10","32.3109613"
"20090415","1.24","32.7119054"
"20090416","1.72","33.2729302"
"20090417","0.56","33.4594217"
"20090420","-4.43","31.9788215"
"20090421","2.33","32.7239106"
"20090422","-0.62","32.5225250"
"20090423","0.70","32.7502209"
"20090424","1.87","33.3613981"
"20090427","-1.07","33.0049011"
"20090428","-0.15","32.9541444"
"20090429","2.45","33.7625810"
"20090430","-0.04","33.7503603"
"20090501","0.40","33.8862532"
"20090504","3.49","35.0703599"
"20090505","-0.35","34.9492178"
"20090506","1.47","35.4645815"
"20090507","-1.52","34.9257349"
"20090508","2.59","35.8300946"
"20090511","-2.05","35.0962831"
"20090512","-0.33","34.9800275"
"20090513","-2.98","33.9363567"
"20090514","1.16","34.3285257"
"20090515","-1.07","33.9619646"
"20090518","3.23","35.0601450"
"20090519","-0.11","35.0208015"
"20090520","-0.45","34.8630948"
"20090521","-1.67","34.2803038"
"20090522","-0.17","34.2203667"
"20090526","2.82","35.1837288"
"20090527","-1.81","34.5471834"
"20090528","1.37","35.0203918"
"20090529","1.42","35.5167810"
"20090601","2.75","36.4944872"
"20090602","0.28","36.5960202"
"20090603","-1.39","36.0858394"
"20090604","1.23","36.5312327"
"20090605","-0.19","36.4601573"
"20090608","-0.22","36.3784783"
"20090609","0.48","36.5526054"
"20090610","-0.37","36.4155822"
"20090611","0.62","36.6404256"
"20090612","0.04","36.6554341"
"20090615","-2.41","35.7728717"
"20090616","-1.35","35.2887762"
"20090617","-0.16","35.2340596"
"20090618","0.74","35.4945895"
"20090619","0.38","35.6299751"
"20090622","-3.17","34.5013052"
"20090623","0.11","34.5395603"
"20090624","0.81","34.8189351"
"20090625","2.16","35.5717334"
"20090626","0.09","35.6019974"
"20090629","0.81","35.8887057"
"20090630","-0.71","35.6342197"
"20090701","0.56","35.8348322"
"20090702","-2.92","34.7880502"
"20090706","0.01","34.7909963"
"20090707","-1.98","34.1012543"
"20090708","-0.21","34.0306360"
"20090709","0.38","34.1583968"
"20090710","-0.32","34.0506003"
"20090713","2.44","34.8813352"
"20090714","0.59","35.0882542"
"20090715","3.02","36.1471706"
"20090716","0.96","36.4957355"
"20090717","-0.09","36.4614478"
"20090720","1.25","36.9179864"
"20090721","0.28","37.0212055"
"20090722","0.08","37.0491837"
"20090723","2.40","37.9383879"
"20090724","0.38","38.0811449"
"20090727","0.32","38.2014541"
"20090728","-0.24","38.1108874"
"20090729","-0.52","37.9116410"
"20090730","1.28","38.3966120"
"20090731","0.06","38.4184406"
"20090803","1.67","39.0615976"
"20090804","0.37","39.2072201"
"20090805","-0.26","39.1054388"
"20090806","-0.66","38.8475760"
"20090807","1.51","39.4341554"
"20090810","-0.35","39.2955722"
"20090811","-1.26","38.8002301"
"20090812","1.20","39.2640821"
"20090813","0.72","39.5467189"
"20090814","-0.99","39.1569900"
"20090817","-2.51","38.1740815"
"20090818","1.13","38.6050466"
"20090819","0.68","38.8681205"
"20090820","1.08","39.2895691"
"20090821","1.85","40.0183274"
"20090824","-0.08","39.9863732"
"20090825","0.27","40.0924456"
"20090826","0.01","40.0965545"
"20090827","0.26","40.1992704"
"20090828","-0.14","40.1416486"
"20090831","-0.89","39.7858893"
"20090901","-2.22","38.9025190"
"20090902","-0.32","38.7786157"
"20090903","0.96","39.1495215"
"20090904","1.30","39.6586288"
"20090908","0.97","40.0427326"
"20090909","0.91","40.4070650"
"20090910","1.08","40.8451499"
"20090911","-0.07","40.8162486"
"20090914","0.67","41.0917426"
"20090915","0.42","41.2647752"
"20090916","1.60","41.9261602"
"20090917","-0.31","41.7965663"
"20090918","0.22","41.8892348"
"20090921","-0.28","41.7713190"
"20090922","0.75","42.0826752"
"20090923","-1.07","41.6322271"
"20090924","-1.12","41.1678161"
"20090925","-0.63","40.9097766"
"20090928","1.86","41.6693888"
"20090929","-0.15","41.6082026"
"20090930","-0.37","41.4521728"
"20091001","-2.67","40.3464940"
"20091002","-0.50","40.1460431"
"20091005","1.57","40.7747195"
"20091006","1.40","41.3450110"
"20091007","0.30","41.4680437"
"20091008","0.86","41.8238876"
"20091009","0.59","42.0723148"
"20091012","0.38","42.2317391"
"20091013","-0.25","42.1243443"
"20091014","1.76","42.8645733"
"20091015","0.34","43.0119554"
"20091016","-0.83","42.6549341"
"20091019","0.95","43.0594705"
"20091020","-0.72","42.7512518"
"20091021","-0.90","42.3655032"
"20091022","1.06","42.8155998"
"20091023","-1.26","42.2777229"
"20091026","-1.20","41.7697658"
"20091027","-0.52","41.5542209"
"20091028","-2.23","40.6262183"
"20091029","2.26","41.5459234"
"20091030","-2.79","40.3865185"
"20091102","0.53","40.6006067"
"20091103","0.50","40.8043581"
"20091104","0.00","40.8040850"
"20091105","2.06","41.6464214"
"20091106","0.19","41.7247291"
"20091109","2.22","42.6493399"
"20091110","-0.06","42.6231199"
"20091111","0.55","42.8559141"
"20091112","-1.12","42.3738634"
"20091113","0.63","42.6428309"
"20091116","1.57","43.3127956"
"20091117","0.11","43.3602932"
"20091118","-0.08","43.3264523"
"20091119","-1.43","42.7081086"
"20091120","-0.32","42.5713250"
"20091123","1.29","43.1222323"
"20091124","-0.10","43.0798463"
"20091125","0.47","43.2832264"
"20091127","-1.76","42.5206926"
"20091130","0.37","42.6766469"
"20091201","1.26","43.2153978"
"20091202","0.20","43.3013154"
"20091203","-0.86","42.9275634"
"20091204","0.73","43.2422494"
"20091207","-0.19","43.1617486"
"20091208","-0.97","42.7429958"
"20091209","0.31","42.8772790"
"20091210","0.51","43.0944986"
"20091211","0.45","43.2865346"
"20091214","0.85","43.6548659"
"20091215","-0.49","43.4431340"
"20091216","0.23","43.5435616"
"20091217","-1.15","43.0437959"
"20091218","0.65","43.3214886"
"20091221","1.05","43.7770288"
"20091222","0.44","43.9689541"
"20091223","0.40","44.1433955"
"20091224","0.53","44.3775151"
"20091228","0.08","44.4142146"
"20091229","-0.12","44.3598916"
"20091230","0.01","44.3632407"
"20091231","-1.00","43.9211329"
"20100104","1.69","44.6640375"
"20100105","0.31","44.8032224"
"20100106","0.13","44.8608542"
"20100107","0.40","45.0404234"
"20100108","0.33","45.1869912"
"20100111","0.14","45.2516952"
"20100112","-1.03","44.7846264"
"20100113","0.88","45.1791250"
"20100114","0.24","45.2883137"
"20100115","-1.10","44.7912518"
"20100119","1.29","45.3681575"
"20100120","-1.01","44.9118958"
"20100121","-1.76","44.1211686"
"20100122","-2.16","43.1673840"
"20100125","0.39","43.3377434"
"20100126","-0.43","43.1497155"
"20100127","0.50","43.3665732"
"20100128","-1.18","42.8563438"
"20100129","-1.00","42.4273721"
"20100201","1.43","43.0329314"
"20100202","1.22","43.5582339"
"20100203","-0.51","43.3357164"
"20100204","-3.16","41.9645319"
"20100205","0.29","42.0876580"
"20100208","-0.79","41.7533736"
"20100209","1.29","42.2920294"
"20100210","-0.19","42.2126913"
"20100211","1.14","42.6924354"
"20100212","-0.03","42.6804804"
"20100216","1.78","43.4387467"
"20100217","0.50","43.6555892"
"20100218","0.63","43.9306341"
"20100219","0.26","44.0445029"
"20100222","-0.06","44.0185132"
"20100223","-1.22","43.4807052"
"20100224","0.93","43.8840593"
"20100225","-0.11","43.8368920"
"20100226","0.14","43.8976712"
"20100301","1.19","44.4194657"
"20100302","0.33","44.5670717"
"20100303","0.07","44.5997607"
"20100304","0.36","44.7585165"
"20100305","1.46","45.4111903"
"20100308","0.07","45.4411425"
"20100309","0.20","45.5332536"
"20100310","0.54","45.7777800"
"20100311","0.43","45.9745240"
"20100312","0.01","45.9807064"
"20100315","-0.04","45.9631296"
"20100316","0.80","46.3313479"
"20100317","0.59","46.6042532"
"20100318","-0.12","46.5462626"
"20100319","-0.64","46.2471182"
"20100322","0.66","46.5515919"
"20100323","0.76","46.9041570"
"20100324","-0.57","46.6374619"
"20100325","-0.26","46.5151614"
"20100326","0.05","46.5376272"
"20100329","0.60","46.8184702"
"20100330","0.04","46.8374260"
"20100331","-0.35","46.6735843"
"20100401","0.75","47.0258267"
"20100405","0.99","47.4902425"
"20100406","0.24","47.6019778"
"20100407","-0.53","47.3516849"
"20100408","0.30","47.4937031"
"20100409","0.68","47.8157495"
"20100412","0.21","47.9169025"
"20100413","0.11","47.9685014"
"20100414","1.23","48.5573223"
"20100415","0.06","48.5870801"
"20100416","-1.56","47.8296983"
"20100419","0.27","47.9604755"
"20100420","0.93","48.4049664"
"20100421","-0.01","48.4011133"
"20100422","0.40","48.5952514"
"20100423","0.76","48.9646410"
"20100426","-0.39","48.7725379"
"20100427","-2.37","47.6182528"
"20100428","0.55","47.8795640"
"20100429","1.39","48.5470713"
"20100430","-1.75","47.6951437"
"20100503","1.39","48.3560404"
"20100504","-2.50","47.1462274"
"20100505","-0.81","46.7666291"
"20100506","-3.31","45.2186482"
"20100507","-1.72","44.4424211"
"20100510","4.55","46.4645149"
"20100511","-0.17","46.3847167"
"20100512","1.63","47.1390805"
"20100513","-1.11","46.6137614"
"20100514","-1.96","45.6983653"
"20100517","0.09","45.7396533"
"20100518","-1.44","45.0787510"
"20100519","-0.65","44.7876373"
"20100520","-4.03","42.9808000"
"20100521","1.52","43.6349044"
"20100524","-1.22","43.1025016"
"20100525","-0.01","43.0974126"
"20100526","-0.31","42.9641946"
"20100527","3.48","44.4575502"
"20100528","-1.20","43.9237361"
"20100601","-1.92","43.0807384"
"20100602","2.62","44.2106019"
"20100603","0.55","44.4525609"
"20100604","-3.59","42.8555418"
"20100607","-1.53","42.2008124"
"20100608","0.91","42.5841630"
"20100609","-0.41","42.4084169"
"20100610","2.99","43.6774114"
"20100611","0.63","43.9522042"
"20100614","-0.04","43.9364152"
"20100615","2.37","44.9782070"
"20100616","-0.13","44.9178342"
"20100617","0.08","44.9552428"
"20100618","0.10","45.0016337"
"20100621","-0.47","44.7917057"
"20100622","-1.67","44.0443589"
"20100623","-0.27","43.9261236"
"20100624","-1.67","43.1921286"
"20100625","0.54","43.4246638"
"20100628","-0.23","43.3245733"
"20100629","-3.24","41.9209673"
"20100630","-0.96","41.5173762"
"20100701","-0.36","41.3662538"
"20100702","-0.52","41.1508528"
"20100706","0.28","41.2656367"
"20100707","3.24","42.6006219"
"20100708","0.98","43.0182842"
"20100709","0.83","43.3750834"
"20100712","-0.11","43.3291912"
"20100713","1.78","44.1001035"
"20100714","-0.05","44.0770616"
"20100715","0.01","44.0804076"
"20100716","-2.95","42.7817769"
"20100719","0.59","43.0325261"
"20100720","1.27","43.5773837"
"20100721","-1.31","43.0053395"
"20100722","2.40","44.0394364"
"20100723","1.03","44.4915862"
"20100726","1.24","45.0430390"
"20100727","-0.25","44.9288370"
"20100728","-0.80","44.5716238"
"20100729","-0.37","44.4082465"
"20100730","0.09","44.4476590"
"20100802","2.10","45.3817788"
"20100803","-0.55","45.1304300"
"20100804","0.75","45.4685618"
"20100805","-0.24","45.3575189"
"20100806","-0.36","45.1956514"
"20100809","0.62","45.4749273"
"20100810","-0.81","45.1076538"
"20100811","-2.91","43.7939620"
"20100812","-0.50","43.5758737"
"20100813","-0.44","43.3831305"
"20100816","0.12","43.4341850"
"20100817","1.33","44.0112713"
"20100818","0.19","44.0970067"
"20100819","-1.75","43.3265230"
"20100820","-0.28","43.2040978"
"20100823","-0.50","42.9868687"
"20100824","-1.44","42.3665673"
"20100825","0.47","42.5648902"
"20100826","-0.75","42.2441092"
"20100827","1.82","43.0123596"
"20100830","-1.53","42.3523646"
"20100831","0.05","42.3719563"
"20100901","3.02","43.6507596"
"20100902","0.99","44.0839856"
"20100903","1.34","44.6743902"
"20100907","-1.22","44.1277835"
"20100908","0.64","44.4118264"
"20100909","0.41","44.5941123"
"20100910","0.46","44.7971408"
"20100913","1.29","45.3760803"
"20100914","-0.07","45.3432672"
"20100915","0.36","45.5051959"
"20100916","-0.09","45.4639492"
"20100917","0.16","45.5379321"
"20100920","1.62","46.2771770"
"20100921","-0.33","46.1229681"
"20100922","-0.53","45.8778883"
"20100923","-0.82","45.5013451"
"20100924","2.23","46.5139662"
"20100927","-0.48","46.2901352"
"20100928","0.58","46.5572609"
"20100929","-0.15","46.4857432"
"20100930","-0.25","46.3693117"
"20101001","0.43","46.5691729"
"20101004","-0.84","46.1800218"
"20101005","2.11","47.1535194"
"20101006","-0.15","47.0831488"
"20101007","-0.14","47.0176424"
"20101008","0.72","47.3576735"
"20101011","0.04","47.3749081"
"20101012","0.39","47.5594857"
"20101013","0.81","47.9465619"
"20101014","-0.37","47.7676687"
"20101015","0.19","47.8598397"
"20101018","0.70","48.1961088"
"20101019","-1.66","47.3961123"
"20101020","1.09","47.9127097"
"20101021","0.10","47.9599333"
"20101022","0.33","48.1204349"
"20101025","0.30","48.2636351"
"20101026","0.03","48.2768270"
"20101027","-0.24","48.1592578"
"20101028","0.05","48.1848639"
"20101029","0.08","48.2253220"
"20101101","0.03","48.2398969"
"20101102","0.91","48.6801995"
"20101103","0.36","48.8543559"
"20101104","1.95","49.8066934"
"20101105","0.42","50.0179773"
"20101108","-0.14","49.9486432"
"20101109","-0.83","49.5350158"
"20101110","0.55","49.8080849"
"20101111","-0.36","49.6281649"
"20101112","-1.28","48.9932274"
"20101115","-0.09","48.9475362"
"20101116","-1.65","48.1391152"
"20101117","0.12","48.1946624"
"20101118","1.55","48.9398057"
"20101119","0.34","49.1052648"
"20101122","-0.02","49.0968614"
"20101123","-1.36","48.4280612"
"20101124","1.60","49.2028907"
"20101126","-0.65","48.8812921"
"20101129","-0.13","48.8158650"
"20101130","-0.59","48.5287810"
"20101201","2.09","49.5434789"
"20101202","1.21","50.1427297"
"20101203","0.36","50.3223034"
"20101206","-0.02","50.3098348"
"20101207","0.08","50.3521887"
"20101208","0.26","50.4811824"
"20101209","0.39","50.6758568"
"20101210","0.67","51.0140218"
"20101213","-0.06","50.9824549"
"20101214","0.03","50.9983286"
"20101215","-0.54","50.7236451"
"20101216","0.65","51.0558538"
"20101217","0.15","51.1305599"
"20101220","0.28","51.2731409"
"20101221","0.71","51.6357559"
"20101222","0.31","51.7971881"
"20101223","-0.17","51.7113523"
"20101227","0.11","51.7694563"
"20101228","0.02","51.7773356"
"20101229","0.19","51.8735155"
"20101230","-0.10","51.8230743"
"20101231","-0.10","51.7701492"
"20110103","1.19","52.3885180"
"20110104","-0.33","52.2164442"
"20110105","0.60","52.5304749"
"20110106","-0.18","52.4365951"
"20110107","-0.18","52.3399051"
"20110110","-0.04","52.3210340"
"20110111","0.40","52.5289663"
"20110112","0.87","52.9839434"
"20110113","-0.16","52.9011747"
"20110114","0.71","53.2785106"
"20110118","0.19","53.3777403"
"20110119","-1.26","52.7075129"
"20110120","-0.31","52.5448301"
"20110121","0.10","52.5982334"
"20110124","0.64","52.9326448"
"20110125","0.02","52.9444197"
"20110126","0.62","53.2732321"
"20110127","0.27","53.4170526"
"20110128","-1.86","52.4254598"
"20110131","0.75","52.8171159"
"20110201","1.69","53.7121693"
